,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1737805820000,9.0,19.0,0.0,5.0,,1.0,0.0,0.0,11.0,1.0,1.0,1.0,,0.0,9.0,9.0,2430000.0,105.0,1397.0,20.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805825000,9.0,19.0,0.0,19.0,,1.0,0.0,0.0,11.0,1.0,0.0,1.0,,0.0,9.0,9.0,2340000.0,82.0,18.0,50.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805830000,9.0,20.0,18.0,19.0,,1.0,0.0,0.0,12.0,1.0,1.0,1.0,,0.0,9.0,9.0,2304000.0,164.0,11.0,16.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805835000,10.0,19.0,17.0,19.0,,1.0,0.0,0.0,11.0,1.0,1.0,1.0,,0.0,10.0,1.0,2304000.0,2930.0,10.0,15.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805840000,1.0,17.0,18.0,0.0,,0.0,0.0,0.0,10.0,0.0,1.0,0.0,,0.0,1.0,7.0,0.0,129.0,14.0,27.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805845000,9.0,18.0,19.0,20.0,,1.0,0.0,0.0,13.0,1.0,1.0,1.0,,0.0,9.0,9.0,2304000.0,490.0,41.0,58.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805850000,9.0,18.0,19.0,19.0,,0.0,0.0,0.0,11.0,0.0,0.0,0.0,,0.0,9.0,9.0,0.0,293.0,10.0,706.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805855000,1.0,13.0,19.0,9.0,,0.0,0.0,0.0,6.0,0.0,1.0,0.0,,0.0,1.0,9.0,0.0,81.0,10.0,53.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805860000,9.0,19.0,19.0,1.0,,1.0,0.0,0.0,11.0,1.0,1.0,0.0,,0.0,9.0,9.0,5724000.0,106.0,11.0,22.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805865000,9.0,19.0,0.0,18.0,,1.0,0.0,0.0,11.0,1.0,0.0,1.0,,0.0,9.0,9.0,2844000.0,143.0,15.0,33.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805870000,9.0,19.0,18.0,19.0,,1.0,0.0,0.0,11.0,1.0,2.0,1.0,,0.0,9.0,10.0,2560000.0,91.0,28.0,10.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805875000,9.0,17.0,19.0,19.0,,1.0,0.0,0.0,15.0,1.0,1.0,1.0,,0.0,9.0,1.0,2304000.0,2407.0,33.0,30.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805880000,7.0,17.0,19.0,0.0,,0.0,0.0,0.0,11.0,0.0,1.0,0.0,,0.0,3.0,1.0,0.0,77.0,14.0,25.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805885000,9.0,18.0,19.0,1.0,,1.0,0.0,0.0,11.0,1.0,1.0,0.0,,0.0,9.0,9.0,0.0,101.0,10.0,22.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805890000,9.0,20.0,0.0,16.0,,1.0,0.0,0.0,12.0,1.0,0.0,1.0,,0.0,9.0,9.0,2376000.0,90.0,18.0,10.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805895000,9.0,19.0,0.0,19.0,,1.0,0.0,0.0,11.0,1.0,0.0,1.0,,0.0,9.0,10.0,2560000.0,73.0,33.0,14.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805900000,9.0,19.0,19.0,19.0,,1.0,0.0,0.0,13.0,1.0,1.0,1.0,,0.0,9.0,9.0,2304000.0,1833.0,27.0,23.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805905000,1.0,13.0,19.0,19.0,,1.0,0.0,0.0,7.0,1.0,1.0,1.0,,0.0,1.0,1.0,0.0,89.0,41.0,14.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805910000,9.0,13.0,20.0,0.0,,0.0,0.0,0.0,11.0,0.0,1.0,0.0,,0.0,9.0,1.0,0.0,100.0,20.0,44.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805915000,9.0,19.0,19.0,19.0,,1.0,0.0,0.0,12.0,1.0,1.0,1.0,,0.0,9.0,9.0,2304000.0,202.0,56.0,912.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805920000,9.0,19.0,0.0,2.0,,0.0,0.0,0.0,11.0,0.0,0.0,0.0,,0.0,9.0,9.0,3420000.0,78.0,70.0,11.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805925000,9.0,19.0,1.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,0.0,,0.0,9.0,9.0,17.0,95.0,40.0,23.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805930000,9.0,19.0,0.0,19.0,,1.0,0.0,0.0,11.0,1.0,0.0,1.0,,0.0,9.0,9.0,14760000.0,90.0,810.0,21.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805935000,9.0,16.0,19.0,19.0,,1.0,0.0,0.0,11.0,1.0,2.0,1.0,,0.0,9.0,9.0,5031000.0,101.0,18.0,44.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805940000,9.0,10.0,20.0,19.0,,0.0,0.0,0.0,14.0,0.0,1.0,1.0,,0.0,9.0,9.0,0.0,1823.0,18.0,18.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805945000,1.0,15.0,19.0,6.0,,0.0,0.0,0.0,9.0,0.0,1.0,0.0,,0.0,1.0,9.0,0.0,223.0,36.0,655.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805950000,9.0,19.0,19.0,0.0,,1.0,0.0,0.0,13.0,1.0,1.0,0.0,,0.0,9.0,9.0,3519000.0,325.0,54.0,10.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805955000,9.0,18.0,0.0,20.0,,1.0,0.0,0.0,11.0,1.0,0.0,1.0,,0.0,9.0,9.0,2592000.0,164.0,22.0,21.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805960000,9.0,19.0,18.0,19.0,,1.0,0.0,0.0,11.0,1.0,1.0,1.0,,0.0,9.0,9.0,2304000.0,129.0,67.0,25.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805965000,9.0,19.0,19.0,19.0,,1.0,0.0,0.0,11.0,1.0,1.0,1.0,,0.0,9.0,9.0,2304000.0,86.0,9.0,57.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805970000,1.0,18.0,20.0,0.0,,0.0,0.0,0.0,11.0,0.0,1.0,0.0,,0.0,1.0,9.0,0.0,180.0,11.0,3184.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805975000,9.0,19.0,19.0,3.0,,1.0,0.0,0.0,11.0,1.0,1.0,0.0,,0.0,9.0,9.0,4266000.0,77.0,21.0,22.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805980000,9.0,20.0,19.0,19.0,,1.0,0.0,0.0,12.0,1.0,1.0,1.0,,0.0,9.0,9.0,2340000.0,55.0,72.0,40.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805985000,9.0,19.0,0.0,19.0,,1.0,0.0,0.0,12.0,1.0,0.0,1.0,,0.0,9.0,9.0,2304000.0,251.0,59294000.0,721.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805990000,,,,,,,,,,,,,,,,,,,,,,,,
1737806015000,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,101.0,296470000.0,145.0,50.0,384.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806020000,1.0,4.0,19.0,0.0,19.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,93.0,10.0,22.0,55.0,707.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806025000,1.0,4.0,0.0,19.0,18.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,9.0,9.0,31.0,22.0,2165.0,58.0,26.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806030000,9.0,20.0,18.0,20.0,20.0,2.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,116451000.0,43.0,9.0,100.0,27.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806035000,1.0,14.0,1.0,19.0,19.0,1.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,37.0,256.0,15.0,37.0,36.0,287.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806040000,9.0,19.0,18.0,19.0,2.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,0.0,0.0,9.0,9.0,26811000.0,37.0,55.0,25.0,50.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806045000,9.0,19.0,19.0,19.0,19.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,19962000.0,25.0,13.0,26.0,25.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806050000,1.0,6.0,12.0,0.0,21.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,6274.0,53.0,13.0,13.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806055000,9.0,19.0,16.0,19.0,20.0,1.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0,9.0,9.0,2781000.0,22.0,53.0,22.0,68.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806060000,10.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,67.0,30.0,25.0,25.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806065000,9.0,19.0,19.0,19.0,14.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,18099000.0,13.0,67.0,13.0,1512.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806070000,9.0,19.0,4.0,19.0,19.0,1.0,0.0,0.0,15.0,1.0,0.0,1.0,1.0,0.0,9.0,9.0,0.0,151.0,25.0,16.0,18.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806075000,9.0,19.0,19.0,19.0,0.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,0.0,0.0,9.0,9.0,5436000.0,82.0,25.0,14.0,37.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806080000,9.0,20.0,19.0,19.0,19.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,0.0,13.0,50.0,54.0,53.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806085000,1.0,3.0,0.0,0.0,19.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,2304000.0,163.0,4097.0,49.0,40.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806090000,9.0,20.0,19.0,19.0,19.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,2376000.0,9.0,20.0,13.0,13.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806095000,9.0,18.0,0.0,1.0,18.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,9.0,9.0,0.0,6730.0,14.0,18.0,14.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806100000,9.0,20.0,20.0,19.0,0.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,0.0,0.0,9.0,9.0,2304000.0,37.0,13.0,10.0,4823.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806105000,9.0,19.0,2.0,19.0,19.0,1.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,0.0,9.0,9.0,0.0,21.0,68.0,57.0,13.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806110000,9.0,20.0,20.0,20.0,0.0,2.0,0.0,0.0,15.0,1.0,1.0,1.0,0.0,0.0,9.0,9.0,2313000.0,13.0,14.0,13.0,15.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806115000,9.0,19.0,18.0,20.0,20.0,1.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,2691000.0,77.0,13.0,13.0,43.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806120000,9.0,2.0,0.0,5.0,19.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,9.0,9.0,1.0,120.0,2029.0,32.0,80.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806125000,9.0,19.0,7.0,19.0,20.0,1.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,0.0,9.0,9.0,2304000.0,23.0,10.0,49.0,29.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806130000,1.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6570000.0,531.0,16.0,766.0,14.0,155.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806135000,9.0,8.0,16.0,4.0,4.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,1.0,0.0,9.0,9.0,74.0,1198.0,10468.0,43.0,50.0,12.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806140000,9.0,20.0,20.0,19.0,19.0,1.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,9099000.0,289.0,13.0,36.0,60.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806145000,1.0,2.0,1.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,40.0,41.0,12.0,14.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806150000,9.0,19.0,18.0,19.0,0.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,0.0,0.0,9.0,9.0,2304000.0,12.0,13.0,13.0,1720.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806155000,9.0,19.0,17.0,19.0,19.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,3249000.0,28.0,18.0,33.0,13.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806160000,9.0,19.0,19.0,1.0,2.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,0.0,0.0,9.0,9.0,2304000.0,60.0,3544.0,6772.0,30.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806165000,9.0,19.0,18.0,19.0,19.0,1.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,2646000.0,45.0,11.0,30.0,28.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806170000,1.0,2.0,2.0,0.0,19.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,13.0,13.0,13.0,13.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806175000,9.0,17.0,20.0,19.0,7.0,1.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,2844000.0,73.0,26.0,26.0,2349.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806180000,1.0,2.0,0.0,16.0,19.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,12.0,29.0,31.0,15.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806185000,9.0,19.0,18.0,19.0,1.0,1.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,2304000.0,885074.0,13.0,159.0,12.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806190000,9.0,19.0,19.0,19.0,19.0,6.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,3897000.0,35.0,18.0,22.0,27.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806195000,9.0,19.0,19.0,19.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,9.0,9.0,2304000.0,28.0,10.0,18.0,48.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806200000,1.0,8.0,4.0,0.0,19.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,67.0,55.0,11.0,12.0,352.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806205000,1.0,17.0,7.0,16.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,0.0,196.0,13.0,14.0,18.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806210000,9.0,19.0,19.0,19.0,0.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,0.0,0.0,9.0,9.0,4932000.0,26.0,30.0,13.0,13.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806215000,9.0,19.0,19.0,19.0,19.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,2304000.0,13.0,19.0,13.0,13.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806220000,1.0,7.0,0.0,1.0,18.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,298.0,2106.0,30.0,35.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806225000,9.0,19.0,19.0,19.0,4.0,4.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,2304000.0,13.0,12.0,10.0,9.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806230000,9.0,19.0,20.0,19.0,19.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,3897000.0,12.0,15.0,11.0,13.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806235000,1.0,3.0,19.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,201.0,296470000.0,15.0,14.0,2.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806240000,9.0,17.0,19.0,17.0,6.0,1.0,0.0,0.0,17.0,2.0,1.0,1.0,1.0,0.0,9.0,9.0,2304000.0,13.0,15.0,28.0,3174.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737806245000,1.0,5.0,6.0,17.0,19.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,28.0,15.0,14.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806250000,9.0,20.0,18.0,19.0,0.0,1.0,0.0,0.0,13.0,1.0,1.0,1.0,0.0,0.0,9.0,9.0,2304000.0,28.0,32.0,31.0,92.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806255000,9.0,19.0,19.0,19.0,19.0,1.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,2646000.0,25.0,13.0,31.0,30.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806260000,,,,,,,,,,,,,,,,,,,,,,,,
1737806010000,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,
