,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1722008615000,0.0,10.0,0.0,2.0,3.0,,,,,1.0,13.0,2.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,502.0,35.0,41.0,102.0,,,,,0.0
1722008620000,0.0,9.0,0.0,2.0,1.0,,,,,1.0,11.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,452.0,49.0,39.0,33.0,,,,,0.0
1722008625000,0.0,9.0,3.0,0.0,0.0,,,,,1.0,12.0,1.0,1.0,0.0,0.0,,,,,0.0,-9.223372036854775e+18,321.0,120.0,144.0,108.0,,,,,0.0
1722008630000,0.0,10.0,1.0,2.0,0.0,,,,,1.0,13.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,339.0,35.0,251.0,80.0,,,,,0.0
1722008635000,0.0,9.0,1.0,3.0,1.0,,,,,1.0,12.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,502.0,80.0,120.0,35.0,,,,,0.0
1722008640000,0.0,10.0,4.0,2.0,2.0,,,,,1.0,12.0,1.0,2.0,1.0,2.0,,,,,0.0,-9.223372036854775e+18,552.0,160.0,41.0,63.0,,,,,0.0
1722008645000,0.0,8.0,0.0,2.0,4.0,,,,,1.0,11.0,1.0,1.0,2.0,5.0,,,,,0.0,-9.223372036854775e+18,502.0,45.0,108.0,86.0,,,,,0.0
1722008650000,0.0,5.0,0.0,6.0,5.0,,,,,1.0,8.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,552.0,47.0,67.0,97.0,,,,,0.0
1722008655000,0.0,8.0,3.0,3.0,3.0,,,,,1.0,12.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,452.0,80.0,160.0,198.0,,,,,0.0
1722008660000,0.0,10.0,5.0,0.0,1.0,,,,,1.0,12.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,482.0,281.0,44.0,37.0,,,,,0.0
1722008665000,0.0,9.0,3.0,0.0,4.0,,,,,1.0,11.0,1.0,1.0,3.0,4.0,,,,,0.0,-9.223372036854775e+18,552.0,30.0,49.0,38.0,,,,,0.0
1722008670000,0.0,7.0,4.0,1.0,1.0,,,,,8.0,10.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,670.0,120.0,201.0,40.0,,,,,0.0
1722008675000,0.0,9.0,2.0,3.0,2.0,,,,,1.0,12.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,452.0,202.0,120.0,80.0,,,,,0.0
1722008680000,0.0,10.0,5.0,3.0,3.0,,,,,1.0,13.0,1.0,1.0,2.0,1.0,,,,,0.0,-9.223372036854775e+18,502.0,121.0,83.0,33.0,,,,,0.0
1722008685000,,0.0,2.0,4.0,,,,,,0.0,,0.0,1.0,,,,,,,0.0,-9.223372036854775e+18,,342.0,46.0,,,,,,0.0
1722008690000,0.0,7.0,,4.0,7.0,,,,,1.0,11.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,351.0,373.0,404.0,396.0,,,,,0.0
1722008695000,0.0,9.0,3.0,5.0,0.0,,,,,2.0,15.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,402.0,43.0,241.0,39.0,,,,,0.0
1722008700000,0.0,6.0,,,3.0,,,,,1.0,8.0,1.0,,,10.0,,,,,0.0,-9.223372036854775e+18,469.0,,,50.0,,,,,0.0
1722008705000,0.0,,2.0,0.0,,,,,,,9.0,,1.0,2.0,1.0,,,,,,-9.223372036854775e+18,241.0,40.0,120.0,,,,,,0.0
1722008710000,0.0,9.0,2.0,0.0,0.0,,,,,1.0,11.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,202.0,100.0,120.0,70.0,,,,,0.0
1722008715000,0.0,12.0,1.0,6.0,4.0,,,,,1.0,15.0,1.0,1.0,2.0,1.0,,,,,0.0,-9.223372036854775e+18,536.0,73.0,120.0,201.0,,,,,0.0
1722008720000,0.0,7.0,5.0,0.0,3.0,,,,,1.0,13.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,241.0,101.0,58.0,53.0,,,,,0.0
1722008725000,0.0,9.0,4.0,0.0,0.0,,,,,1.0,11.0,1.0,3.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,804.0,210.0,47.0,64.0,,,,,0.0
1722008730000,0.0,7.0,7.0,6.0,5.0,,,,,1.0,10.0,1.0,10.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,202.0,94.0,201.0,241.0,,,,,0.0
1722008735000,0.0,10.0,3.0,4.0,3.0,,,,,1.0,13.0,1.0,2.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,321.0,41.0,40.0,34.0,,,,,0.0
1722008740000,0.0,10.0,1.0,0.0,0.0,,,,,1.0,14.0,1.0,1.0,0.0,0.0,,,,,0.0,-9.223372036854775e+18,673.0,43.0,1368.0,268.0,,,,,0.0
1722008745000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722008780000,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,-9.223372036854775e+18,0.0,0.0,0.0,0.0,0.0,,,,0.0
1722008785000,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,12041000.0,24.0,39.0,668.0,589.0,,,,1283.0
1722008790000,0.0,3.0,0.0,1.0,2.0,0.0,,,,1.0,7.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,404.0,39.0,38.0,167.0,49.0,,,,0.0
1722008795000,0.0,6.0,1.0,0.0,0.0,0.0,,,,1.0,10.0,1.0,1.0,1.0,0.0,0.0,,,,0.0,-9.223372036854775e+18,201.0,191.0,147.0,40.0,94.0,,,,0.0
1722008800000,0.0,5.0,1.0,2.0,2.0,2.0,,,,1.0,9.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,321.0,90.0,25.0,101.0,116.0,,,,0.0
1722008805000,0.0,8.0,2.0,2.0,3.0,3.0,,,,1.0,12.0,1.0,1.0,1.0,1.0,2.0,,,,0.0,-9.223372036854775e+18,606.0,79.0,33.0,111.0,38.0,,,,0.0
1722008810000,0.0,11.0,1.0,9.0,0.0,0.0,,,,1.0,14.0,1.0,1.0,8.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,737.0,39.0,1731.0,37.0,50.0,,,,0.0
1722008815000,0.0,7.0,5.0,5.0,1.0,3.0,,,,1.0,11.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,402.0,118588000.0,59.0,38.0,106.0,,,,0.0
1722008820000,0.0,11.0,0.0,0.0,0.0,0.0,,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,552.0,29.0,44.0,122.0,120.0,,,,0.0
1722008825000,0.0,9.0,0.0,1.0,2.0,1.0,,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,904.0,32.0,85.0,69.0,42.0,,,,0.0
1722008830000,0.0,9.0,0.0,4.0,0.0,0.0,,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,612.0,49.0,29647000.0,43.0,48.0,,,,0.0
1722008835000,0.0,8.0,6.0,4.0,0.0,0.0,,,,1.0,12.0,1.0,1.0,1.0,0.0,0.0,,,,0.0,-9.223372036854775e+18,670.0,398.0,141.0,48.0,38.0,,,,0.0
1722008840000,0.0,10.0,0.0,1.0,6.0,5.0,,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,603.0,34.0,36.0,201.0,202.0,,,,0.0
1722008845000,0.0,10.0,4.0,4.0,2.0,1.0,,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,737.0,35.0,40.0,149.0,40.0,,,,0.0
1722008850000,0.0,13.0,4.0,3.0,2.0,2.0,,,,1.0,17.0,1.0,1.0,6.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,361.0,42.0,28.0,120.0,36.0,,,,0.0
1722008855000,0.0,11.0,7.0,0.0,2.0,2.0,,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,404.0,148235000.0,46.0,44.0,106.0,,,,0.0
1722008860000,0.0,11.0,0.0,0.0,3.0,3.0,,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,653.0,34.0,31.0,75.0,143.0,,,,0.0
1722008865000,0.0,11.0,0.0,1.0,5.0,4.0,,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,1191.0,43.0,72.0,38.0,75.0,,,,0.0
1722008870000,0.0,9.0,0.0,6.0,0.0,0.0,,,,1.0,13.0,1.0,1.0,10.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,404.0,46.0,67.0,50.0,32.0,,,,0.0
1722008875000,0.0,4.0,4.0,2.0,0.0,0.0,,,,1.0,8.0,1.0,1.0,1.0,0.0,0.0,,,,0.0,-9.223372036854775e+18,351.0,402.0,42.0,1948.0,107.0,,,,0.0
1722008880000,0.0,7.0,1.0,1.0,0.0,0.0,,,,14.0,12.0,0.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,502.0,101.0,33.0,253.0,40.0,,,,0.0
1722008885000,0.0,10.0,0.0,1.0,0.0,0.0,,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,452.0,39.0,35.0,35.0,41.0,,,,0.0
1722008890000,0.0,9.0,2.0,5.0,0.0,0.0,,,,1.0,12.0,1.0,1.0,10.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,808.0,160.0,36.0,66.0,36.0,,,,0.0
1722008895000,0.0,11.0,9.0,2.0,1.0,0.0,,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,321.0,266823000.0,160.0,121.0,38.0,,,,0.0
1722008900000,0.0,12.0,3.0,1.0,0.0,0.0,,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,942.0,69.0,67.0,44.0,64.0,,,,0.0
1722008905000,0.0,11.0,1.0,1.0,2.0,1.0,,,,1.0,15.0,1.0,1.0,2.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,737.0,36.0,31.0,76.0,44.0,,,,0.0
1722008910000,0.0,10.0,0.0,5.0,0.0,0.0,,,,1.0,14.0,1.0,1.0,10.0,1.0,2.0,,,,0.0,-9.223372036854775e+18,452.0,39.0,688.0,96.0,35.0,,,,0.0
1722008915000,0.0,11.0,7.0,0.0,0.0,4.0,,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,804.0,1368.0,30.0,37.0,268.0,,,,0.0
1722008920000,0.0,9.0,0.0,0.0,5.0,3.0,,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,363.0,37.0,40.0,150.0,161.0,,,,0.0
1722008925000,0.0,8.0,2.0,0.0,0.0,0.0,,,,1.0,12.0,1.0,2.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,452.0,183.0,40.0,53.0,35.0,,,,0.0
1722008930000,0.0,8.0,1.0,4.0,3.0,1.0,,,,1.0,12.0,1.0,1.0,10.0,1.0,2.0,,,,0.0,-9.223372036854775e+18,452.0,151.0,127.0,258.0,40.0,,,,0.0
1722008935000,0.0,11.0,9.0,0.0,3.0,3.0,,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,321.0,1191.0,36.0,72.0,58.0,,,,0.0
1722008940000,0.0,11.0,1.0,0.0,4.0,4.0,,,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,603.0,138.0,31.0,80.0,80.0,,,,0.0
1722008945000,0.0,9.0,2.0,0.0,0.0,0.0,,,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,536.0,47.0,37.0,34.0,35.0,,,,0.0
1722008950000,0.0,11.0,1.0,5.0,5.0,1.0,,,,1.0,15.0,1.0,1.0,10.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,603.0,80.0,35.0,321.0,83.0,,,,1.0
1722008955000,0.0,9.0,6.0,0.0,0.0,0.0,,,,1.0,13.0,1.0,1.0,2.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,740.0,1186.0,108.0,39.0,121.0,,,,0.0
1722008960000,0.0,10.0,0.0,2.0,3.0,5.0,,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,808.0,38.0,37.0,68.0,404.0,,,,0.0
1722008965000,0.0,8.0,0.0,0.0,0.0,0.0,,,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,536.0,31.0,35.0,42.0,44.0,,,,0.0
1722008970000,0.0,10.0,4.0,0.0,4.0,4.0,,,,1.0,13.0,1.0,1.0,4.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,871.0,36.0,21.0,39.0,93.0,,,,0.0
1722008975000,0.0,6.0,3.0,3.0,3.0,4.0,,,,1.0,10.0,1.0,10.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,452.0,88941000.0,29.0,208.0,161.0,,,,0.0
1722008980000,0.0,8.0,1.0,3.0,1.0,1.0,,,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,552.0,31.0,33.0,160.0,242.0,,,,0.0
1722008985000,0.0,7.0,2.0,0.0,0.0,0.0,,,,1.0,11.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,452.0,159.0,39.0,43.0,49.0,,,,0.0
1722008990000,0.0,10.0,2.0,9.0,2.0,1.0,,,,1.0,14.0,1.0,1.0,10.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,555.0,115.0,109.0,138.0,69.0,,,,0.0
1722008995000,0.0,10.0,5.0,0.0,0.0,0.0,,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,603.0,1186.0,40.0,36.0,83.0,,,,0.0
1722009000000,0.0,10.0,5.0,1.0,8.0,9.0,,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,502.0,201.0,75.0,269.0,603.0,,,,0.0
1722009005000,0.0,9.0,2.0,4.0,1.0,1.0,,,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,871.0,89.0,40.0,33.0,44.0,,,,0.0
1722009010000,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,,,,,0.0,,1027.0,,0.0,,,,,,0.0
1722009015000,0.0,12.0,0.0,4.0,0.0,0.0,,,,,16.0,,1.0,1.0,1.0,1.0,,,,,-9.223372036854775e+18,804.0,39.0,42.0,65.0,41.0,,,,
1722009020000,,,2.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,7507.0,38.0,,80.0,,,,
1722009025000,0.0,9.0,0.0,3.0,0.0,0.0,,,,2.0,12.0,1.0,1.0,7.0,1.0,1.0,,,,0.0,-9.223372036854775e+18,1095.0,64.0,34.0,40.0,45.0,,,,0.0
1722009030000,0.0,9.0,9.0,3.0,8.0,,,,,1.0,14.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,603.0,177882000.0,173.0,177882000.0,,,,,0.0
1722009035000,0.0,,,,0.0,0.0,,,,4.0,15.0,1.0,1.0,10.0,1.0,1.0,,,,0.0,,1095.0,,,41.0,100.0,,,,
1722009040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722009075000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,0.0,-9.223372036854775e+18,0.0,0.0,0.0,,0.0,0.0,,,0.0
1722009080000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,-9.223372036854775e+18,19864000.0,0.0,2492.0,24268000.0,2386.0,1976.0,,,18126000.0
1722009085000,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,,1.0,14.0,1.0,1.0,7.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,619.0,18.0,33.0,12.0,39.0,44.0,,,2.0
1722009090000,0.0,9.0,0.0,1.0,0.0,0.0,0.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,872.0,39.0,51.0,41.0,43.0,39.0,,,3.0
1722009095000,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,402.0,44.0,40.0,81.0,47.0,38.0,,,0.0
1722009100000,0.0,11.0,6.0,0.0,8.0,5.0,1.0,,,8.0,16.0,1.0,1.0,1.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,737.0,353.0,31.0,2085.0,263.0,77.0,,,3.0
1722009105000,0.0,10.0,0.0,1.0,0.0,3.0,3.0,,,1.0,10.0,1.0,1.0,9.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,234.0,14918.0,50.0,44.0,37.0,124.0,,,1.0
1722009110000,0.0,9.0,0.0,0.0,0.0,2.0,1.0,,,10.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,909.0,42.0,128.0,17.0,68.0,59.0,,,0.0
1722009115000,0.0,9.0,0.0,1.0,1.0,0.0,0.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,603.0,36.0,86.0,41.0,37.0,41.0,,,0.0
1722009120000,0.0,10.0,5.0,0.0,3.0,2.0,1.0,,,2.0,15.0,1.0,1.0,1.0,10.0,2.0,1.0,,,0.0,-9.223372036854775e+18,404.0,281.0,33.0,201.0,402.0,41.0,,,0.0
1722009125000,0.0,13.0,0.0,0.0,0.0,2.0,2.0,,,1.0,18.0,1.0,2.0,9.0,2.0,1.0,1.0,,,0.0,-9.223372036854775e+18,1283.0,49.0,18.0,46.0,35.0,167.0,,,0.0
1722009130000,0.0,9.0,0.0,0.0,1.0,2.0,0.0,,,1.0,14.0,1.0,1.0,1.0,1.0,2.0,1.0,,,0.0,-9.223372036854775e+18,404.0,38.0,42.0,29.0,54.0,39.0,,,1.0
1722009135000,0.0,9.0,0.0,2.0,0.0,2.0,0.0,,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,904.0,37.0,38.0,46.0,32.0,53.0,,,0.0
1722009140000,0.0,8.0,7.0,1.0,6.0,2.0,1.0,,,5.0,13.0,1.0,1.0,1.0,1.0,1.0,2.0,,,0.0,-9.223372036854775e+18,603.0,202.0,38.0,1004.0,80.0,35.0,,,0.0
1722009145000,0.0,8.0,3.0,6.0,0.0,0.0,3.0,,,3.0,8.0,1.0,2.0,10.0,1.0,1.0,2.0,,,0.0,-9.223372036854775e+18,361.0,112.0,244.0,104.0,37.0,48.0,,,0.0
1722009150000,0.0,14.0,0.0,1.0,8.0,1.0,1.0,,,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,2277.0,80.0,38.0,473.0,34.0,68.0,,,0.0
1722009155000,0.0,9.0,1.0,0.0,0.0,0.0,0.0,,,1.0,13.0,1.0,2.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,606.0,34.0,67.0,53.0,43.0,48.0,,,1.0
1722009160000,0.0,9.0,2.0,2.0,5.0,6.0,0.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,536.0,201.0,32.0,1368.0,1022.0,34.0,,,0.0
1722009165000,0.0,13.0,0.0,6.0,3.0,2.0,3.0,,,1.0,18.0,1.0,1.0,10.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,1191.0,43.0,85.0,101.0,39.0,262.0,,,0.0
1722009170000,0.0,9.0,0.0,0.0,1.0,0.0,0.0,,,4.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,913.0,50.0,73.0,43.0,44.0,104.0,,,4.0
1722009175000,0.0,11.0,2.0,3.0,0.0,0.0,0.0,,,1.0,16.0,2.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,502.0,120.0,58.0,40.0,76.0,46.0,,,0.0
1722009180000,0.0,11.0,4.0,1.0,6.0,6.0,0.0,,,1.0,15.0,1.0,1.0,1.0,10.0,1.0,1.0,,,0.0,-9.223372036854775e+18,808.0,808.0,42.0,402.0,177882000.0,35.0,,,0.0
1722009185000,0.0,13.0,0.0,0.0,0.0,2.0,5.0,,,1.0,17.0,1.0,1.0,0.0,1.0,1.0,10.0,,,0.0,-9.223372036854775e+18,1277.0,100.0,64.0,40.0,108.0,66.0,,,0.0
1722009190000,0.0,11.0,0.0,0.0,1.0,2.0,0.0,,,7.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,670.0,41.0,33.0,36.0,40.0,50.0,,,1.0
1722009195000,0.0,13.0,0.0,3.0,3.0,4.0,2.0,,,1.0,18.0,1.0,1.0,1.0,1.0,1.0,2.0,,,0.0,-9.223372036854775e+18,804.0,92.0,76.0,37.0,208.0,36.0,,,0.0
1722009200000,0.0,13.0,2.0,2.0,5.0,7.0,0.0,,,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,918.0,174.0,53.0,808.0,1731.0,42.0,,,2.0
1722009205000,0.0,13.0,1.0,0.0,1.0,0.0,7.0,,,1.0,17.0,1.0,1.0,2.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,808.0,91.0,63.0,80.0,32.0,469.0,,,0.0
1722009210000,0.0,11.0,0.0,0.0,2.0,3.0,0.0,,,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,502.0,80.0,130.0,57.0,149.0,46.0,,,0.0
1722009215000,0.0,12.0,0.0,1.0,2.0,2.0,0.0,,,12.0,16.0,2.0,2.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,808.0,40.0,61.0,77.0,98.0,40.0,,,9.0
1722009220000,0.0,10.0,4.0,0.0,6.0,4.0,0.0,,,10.0,15.0,1.0,2.0,1.0,10.0,1.0,1.0,,,0.0,-9.223372036854775e+18,673.0,671.0,62.0,1186.0,406.0,100.0,,,0.0
1722009225000,0.0,11.0,3.0,7.0,1.0,2.0,6.0,,,9.0,10.0,1.0,1.0,10.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,268.0,143.0,48.0,202.0,70.0,120.0,,,0.0
1722009230000,0.0,12.0,0.0,0.0,1.0,4.0,0.0,,,1.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,820.0,36.0,40.0,36.0,120.0,57.0,,,2.0
1722009235000,0.0,9.0,0.0,0.0,2.0,2.0,0.0,,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,670.0,29.0,94.0,47.0,34.0,48.0,,,0.0
1722009240000,0.0,9.0,6.0,2.0,7.0,2.0,0.0,,,6.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,281.0,404.0,67.0,237176000.0,80.0,74.0,,,0.0
1722009245000,0.0,12.0,1.0,0.0,0.0,0.0,4.0,,,23.0,13.0,2.0,2.0,8.0,1.0,1.0,1.0,,,0.0,-9.223372036854775e+18,804.0,40.0,39.0,51.0,36.0,336.0,,,2.0
1722009250000,0.0,10.0,1.0,4.0,0.0,,0.0,,,8.0,15.0,1.0,2.0,1.0,1.0,,0.0,,,0.0,-9.223372036854775e+18,670.0,42.0,51.0,42.0,,72.0,,,6.0
1722009255000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722009290000,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,-9.223372036854776e+18,0.0,,0.0,0.0,0.0,,,,0.0
1722009295000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,-9.223372036854776e+18,245.0,0.0,5819.0,14.0,24268000.0,0.0,0.0,,0.0
1722009300000,0.0,10.0,0.0,3.0,1.0,0.0,0.0,0.0,,1.0,19.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,0.0,-9.223372036854776e+18,1079.0,86.0,57.0,39.0,35.0,36.0,57.0,,0.0
1722009305000,0.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,,1.0,16.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,434.0,77.0,47.0,177882000.0,38.0,59.0,253.0,,0.0
1722009310000,0.0,7.0,2.0,2.0,0.0,0.0,0.0,2.0,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,402.0,42.0,40.0,29.0,80.0,50.0,36.0,,0.0
