,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1736825050000,1844.4833333333,1258.9,1468.4333333332997,1670.5333333332999,2026.1166666666,1925.8,2023.3,1539.1833333332997,2088.8333333333,1624.3833333332998,1535.4833333333,1928.5,2067.45,1496.25,1339.6333333333,2010.4333333332997,2286.2666666666,1916.4833333333,1522.4,2073.1,1771.7166666665998,1539.8833333332998,2003.8833333332998,1888.1166666666,,,,,,,,
1736825055000,2563.5,2047.2666666666,2106.6833333332997,2403.0833333333,2715.7166666666,2596.1833333332997,2712.1666666666,2288.95,2737.6333333333,2346.6,2286.3,2599.9833333333,2784.2666666666,2273.9166666666,1906.7333333333,2702.15,3006.7166666666,2573.3,2285.6166666666,2791.3833333333,2371.95,2288.4333333332997,2695.8333333333,2546.05,,,,,,,,
1736825060000,3339.05,2729.85,2800.0,3071.6666666665997,3447.55,3319.0333333332997,3442.26666667,3022.1666666665997,3427.43333333,3082.1833333332997,2983.6,3259.5333333332997,3495.51666667,2968.05,2570.9166666666,3378.23333333,3782.65,3239.5,3017.6166666665995,3502.41666667,3021.9666666666,3008.4,3373.68333333,3191.7666666666,,,,,,,,
1736825065000,4054.66666667,3450.16666667,3503.21666667,3824.41666667,4258.13333333,4079.55,4242.8,3800.63333333,4086.3,3836.01666667,3756.63333333,4062.33333333,4354.91666667,3724.83333333,3310.5333333332997,4247.75,4580.76666667,3959.06666667,3799.81666667,4364.83333333,3729.06666667,3784.0,4241.56666667,3976.5833333299997,,,,,,,,
1736825070000,5026.58333333,4249.55,4207.01666667,4712.06666667,5091.16666667,4844.81666667,5083.66666667,4579.48333333,4903.9,4576.76666667,4573.48333333,4838.93333333,5180.86666667,4560.78333333,4053.53333333,5090.26666667,5407.86666667,4725.28333333,4578.63333333,5179.13333333,4455.86666667,4574.5,5071.35,4722.55,,,,,,,,
1736825075000,5814.53333333,5111.51666667,5017.93333333,5574.96666667,5932.933333329999,5598.7,5919.266666670001,5438.13333333,5627.1,5507.2,5396.6,5595.56666667,5987.4,5350.11666667,4806.26666667,5970.383333329999,6223.71666667,5480.31666667,5429.18333333,6001.53333333,5203.3,5410.8,5955.983333329999,5463.36666667,,,,,,,,
1736825080000,6708.08333333,5905.55,5758.5,6417.41666667,6775.9,6368.383333329999,6765.81666666,6240.66666667,6418.03333333,6316.1,6150.96666667,6364.96666667,6811.61666666,6195.33333333,5550.83333333,6808.26666666,7102.36666666,6131.21666667,6230.5,6824.91666666,5942.05,6224.95,6787.53333333,6227.75,,,,,,,,
1736825085000,7465.733333329999,6744.933333329999,6562.1,7186.65,7647.83333333,7155.05,7637.383333329999,7132.983333329999,7161.81666666,7200.3,7099.233333329999,7163.41666666,7683.733333329999,7005.56666666,6327.15,7667.85,7982.16666666,7068.65,7122.1,7699.683333329999,6698.26666666,7102.31666666,7653.51666666,7018.65,,,,,,,,
1736825090000,8330.8,7629.483333329999,7375.5,8094.51666666,8509.25,7929.53333333,8497.3,8023.56666666,7902.96666666,8029.25,7969.35,7939.0,8521.18333333,7920.633333329999,7087.85,8533.36666666,8828.16666666,7860.883333329999,8009.75,8539.31666666,7461.03333333,7982.75,8521.05,7772.31666666,,,,,,,,
1736825095000,9050.2,8492.91666666,8108.683333329999,8909.86666666,9226.033333329999,8581.76666666,9212.283333329999,8831.91666666,8460.96666666,8866.9,8821.7,8589.58333333,9191.66666666,8837.01666666,7917.633333329999,9269.6,9389.73333333,8354.71666666,8845.91666666,9211.86666666,8089.93333333,8827.1,9242.8,8394.03333333,,,,,,,,
1736825100000,9759.033333329999,9185.35,8731.21666666,9568.75,9825.6,8916.83333333,9825.86666666,9415.33333333,8626.65,9486.46666666,9370.533333329999,8940.23333333,9579.51666666,9428.7,8516.18333333,9906.283333329999,9564.91666666,8877.68333333,9403.6,9600.66666666,8621.133333329999,9390.15,9885.81666666,8758.11666666,,,,,,,,
1736825105000,9788.883333329999,9763.8,8860.06666666,9644.633333329999,9816.5,8953.45,9804.51666666,9653.0,8837.53333333,9672.31666666,9593.3,9149.31666666,9802.93333333,9739.06666666,8836.2,9866.45,9708.133333329999,8905.0,9639.71666666,9735.58333333,8607.91666666,9649.73333333,9844.6,8803.85,,,,,,,,
1736825110000,9879.51666666,9764.3,9008.85,9730.71666666,9812.9,9062.133333329999,9858.533333329999,9704.06666666,8801.11666666,9809.8,9709.55,9073.86666666,9728.91666666,9827.96666666,8870.4,9913.68333333,9831.21666666,8920.283333329999,9835.11666666,9749.65,8610.73333333,9814.23333333,9903.16666666,8880.28333333,,,,,,,,
1736825115000,10006.4,9827.2,9081.41666666,9797.85,9945.48333333,9148.93333333,9929.98333333,9857.4,8898.883333329999,9865.783333329999,9818.55,9161.55,9827.383333329999,9756.01666666,8970.9,10049.91666666,9913.783333329999,9049.55,9841.55,9847.533333329999,8731.43333333,9827.23333333,10035.55,8964.53333333,,,,,,,,
1736825120000,9955.43333333,9875.06666666,9137.08333333,10021.95,10061.06666666,9179.95,10044.58333333,9932.45,8910.06666666,9966.3,9920.26666666,9255.76666666,9895.3,9983.11666666,9055.96666666,10223.633333329999,10012.58333333,9162.85,9917.4,9915.5,8821.73333333,9912.75,10206.533333329999,9054.633333329999,,,,,,,,
1736825125000,10039.05,9997.033333329999,9203.383333329999,10069.83333333,10136.0,9206.56666666,10129.26666666,10011.81666666,9012.93333333,9983.73333333,10015.5,9242.51666666,9868.83333333,10087.783333329999,9088.6,10224.15,10036.9,9154.26666666,9991.48333333,9916.81666666,8893.05,10005.83333333,10197.1,9032.56666666,,,,,,,,
1736825130000,9859.36666666,10093.85,9237.58333333,10031.91666666,10153.93333333,9160.55,10138.31666666,10054.7,8945.633333329999,10044.783333329999,10034.56666666,9178.35,9847.2,10055.41666666,9106.9,10245.98333333,9968.71666666,9108.83333333,10033.883333329999,9880.95,8914.0,10038.36666666,10239.2,8996.96666666,,,,,,,,
1736825135000,10079.3,10085.533333329999,9213.8,10001.51666666,10116.0,9206.2,10092.8,9955.95,8998.45,10021.36666666,9982.0,9228.633333329999,9907.783333329999,10124.83333333,9082.71666666,10180.55,10072.01666666,9204.83333333,9941.76666666,9925.81666666,8862.56666666,9960.16666666,10166.95,9044.68333333,,,,,,,,
1736825140000,9978.033333329999,10060.05,9261.783333329999,9994.45,10190.783333329999,9227.383333329999,10174.56666666,10086.18333333,8971.9,10062.43333333,10132.6,9243.66666666,9918.2,10139.5,9131.533333329999,10147.033333329999,10026.633333329999,9312.58333333,10071.16666666,9951.66666666,8935.01666666,10063.93333333,10239.7,9049.31666666,,,,,,,,
1736825145000,10074.85,10177.26666666,9243.01666666,10015.31666666,10155.0,9246.783333329999,10135.11666666,10043.533333329999,9048.98333333,10048.58333333,10013.16666666,9258.25,9927.93333333,10161.76666666,9124.65,10232.15,10056.35,9195.8,10028.45,9947.033333329999,8910.75,10038.48333333,10138.133333329999,9047.11666666,,,,,,,,
1736825150000,10154.56666666,10121.81666666,9260.15,10030.95,10243.81666666,9233.81666666,10228.55,10069.0,8980.11666666,10147.65,10048.633333329999,9247.16666666,9891.66666666,10168.93333333,9152.25,10332.71666666,10051.21666666,9192.5,10054.56666666,9924.85,8984.91666666,10064.75,10310.8,9046.8,,,,,,,,
1736825155000,10060.033333329999,10205.26666666,9279.533333329999,10039.51666666,10232.11666666,9281.16666666,10216.1,10040.883333329999,9054.15,10051.91666666,10048.93333333,9289.61666666,9967.68333333,10119.76666666,9073.31666666,10220.2,10139.633333329999,9348.7,10026.55,9988.61666666,8968.633333329999,10044.25,10215.73333333,9103.15,,,,,,,,
1736825160000,10064.81666666,10202.71666666,9279.8,10099.98333333,10203.66666666,9324.5,10190.7,10136.15,9017.95,10141.4,10155.75,9333.96666666,10009.4,10233.26666666,9191.58333333,10282.68333333,10170.883333329999,9200.06666666,10113.68333333,10027.51666666,8952.883333329999,10130.4,10258.23333333,9129.0,,,,,,,,
1736825165000,10095.883333329999,10177.58333333,9294.86666666,10089.3,10157.11666666,9304.56666666,10139.95,10115.96666666,9018.26666666,10109.533333329999,10163.4,9316.6,9993.71666666,10155.18333333,9223.01666666,10250.383333329999,10187.1,9260.83333333,10110.86666666,10014.15,8908.91666666,10106.08333333,10236.73333333,9128.91666666,,,,,,,,
1736825170000,10202.36666666,10238.05,9287.33333333,10102.383333329999,10276.68333333,9316.86666666,10200.76666666,10237.83333333,9046.4,10102.36666666,10153.25,9323.65,9997.41666666,10143.7,9188.43333333,10346.56666666,10171.533333329999,9313.55,10090.2,10015.86666666,9010.15,10090.95,10326.883333329999,9129.83333333,,,,,,,,
1736825175000,10129.8,10247.9,9307.71666666,10173.23333333,10268.4,9333.96666666,10252.26666666,10167.95,9035.66666666,10141.95,10188.56666666,9302.45,9974.0,10360.31666666,9219.93333333,10339.783333329999,10191.45,9308.15,10153.16666666,9994.65,9004.81666666,10163.75,10287.95,9103.65,,,,,,,,
1736825180000,10159.98333333,10303.83333333,9360.31666666,10145.6,10365.3,9416.25,10350.33333333,10191.65,9144.71666666,10106.41666666,10184.533333329999,9421.43333333,10124.2,10244.85,9255.51666666,10433.58333333,10191.5,9248.75,10174.45,10146.95,9090.61666666,10183.45,10407.61666666,9221.7,,,,,,,,
1736825185000,10362.65,10347.56666666,9375.43333333,10212.08333333,10262.51666666,9376.83333333,10246.91666666,10210.01666666,9155.1,10263.4,10161.9,9387.4,10096.133333329999,10285.61666666,9317.283333329999,10358.96666666,10234.18333333,9418.8,10195.7,10097.96666666,9000.4,10196.23333333,10349.23333333,9196.23333333,,,,,,,,
1736825190000,10452.6,10226.9,9439.4,10213.76666666,10390.93333333,9482.86666666,10375.21666666,10267.2,9132.98333333,10332.46666666,10225.2,9501.85,10053.96666666,10305.633333329999,9306.85,10455.05,10215.36666666,9412.35,10252.08333333,10073.33333333,9108.36666666,10249.383333329999,10423.23333333,9172.08333333,,,,,,,,
1736825195000,10204.95,10333.33333333,9417.283333329999,10147.8,10264.033333329999,9374.5,10258.533333329999,10338.15,9071.98333333,10237.0,10219.26666666,9361.05,10038.133333329999,10300.033333329999,9378.05,10347.61666666,10166.36666666,9324.533333329999,10325.883333329999,10058.96666666,9008.51666666,10321.0,10329.8,9161.05,,,,,,,,
1736825200000,10116.25,10274.3,9379.71666666,10159.61666666,10291.96666666,9377.033333329999,10276.5,10186.86666666,9057.0,10179.41666666,10179.033333329999,9394.96666666,10071.33333333,10240.883333329999,9272.18333333,10471.11666666,10173.25,9298.5,10172.31666666,10083.2,9024.1,10174.18333333,10347.08333333,9183.15,,,,,,,,
1736825205000,10243.41666666,10214.75,9332.06666666,10189.033333329999,10206.15,9309.51666666,10193.36666666,10176.25,8985.7,10154.8,10135.01666666,9323.33333333,9997.11666666,10266.15,9291.96666666,10309.46666666,10119.08333333,9263.85,10159.1,10018.61666666,8955.3,10169.35,10367.783333329999,9131.61666666,,,,,,,,
1736825210000,10065.15,10171.3,9299.91666666,10022.4,10206.56666666,9303.33333333,10187.18333333,10098.35,9036.46666666,10046.51666666,10126.08333333,9314.61666666,9999.66666666,10196.283333329999,9216.26666666,10278.533333329999,10106.21666666,9253.76666666,10085.16666666,10007.21666666,8948.23333333,10097.91666666,10241.33333333,9115.45,,,,,,,,
1736825215000,10072.133333329999,10164.23333333,9268.83333333,10095.06666666,10138.61666666,9215.76666666,10121.61666666,10125.43333333,8895.96666666,10132.71666666,10130.01666666,9234.45,9901.56666666,10203.8,9209.23333333,10294.883333329999,10025.15,9128.533333329999,10101.25,9932.26666666,8888.58333333,10100.56666666,10259.45,9036.46666666,,,,,,,,
1736825220000,9930.46666666,10089.55,9224.133333329999,9988.15,10074.0,9085.43333333,10058.36666666,10035.4,8804.46666666,9951.81666666,10008.033333329999,9097.06666666,9768.41666666,10087.68333333,9134.51666666,10144.51666666,9919.83333333,9169.05,10027.883333329999,9787.96666666,8833.46666666,10019.68333333,10121.46666666,8907.18333333,,,,,,,,
1736825225000,9786.25,10036.21666666,9115.883333329999,9824.51666666,10043.1,8949.4,10023.11666666,9925.2,8818.68333333,9840.43333333,9910.55,9081.75,9604.0,10000.25,8997.55,10084.05,9826.23333333,8970.5,9900.4,9709.11666666,8803.65,9908.61666666,10052.85,8860.133333329999,,,,,,,,
1736825230000,9973.36666666,9905.4,9018.01666666,9871.58333333,10026.65,9139.43333333,10004.6,9808.383333329999,8875.68333333,9881.0,9864.033333329999,9155.96666666,9794.58333333,9982.033333329999,9004.2,10064.76666666,9877.25,9029.61666666,9796.55,9829.7,8795.95,9796.08333333,10026.76666666,8954.76666666,,,,,,,,
1736825235000,9984.533333329999,9915.73333333,9145.61666666,9870.883333329999,10019.783333329999,9127.93333333,10004.383333329999,9903.633333329999,8901.48333333,9921.55,9845.1,9168.71666666,9833.633333329999,9929.48333333,9079.36666666,10079.11666666,9898.05,9078.883333329999,9891.33333333,9852.5,8779.3,9889.56666666,10093.5,8974.133333329999,,,,,,,,
1736825240000,10026.35,9894.1,9107.3,9824.7,10004.633333329999,9070.8,9987.56666666,9918.51666666,8785.53333333,9998.533333329999,9909.51666666,9089.41666666,9752.35,9890.3,9036.6,10065.7,9888.16666666,9112.01666666,9906.93333333,9769.91666666,8774.23333333,9896.05,10045.76666666,8892.56666666,,,,,,,,
1736825245000,9866.95,9958.7,9094.9,9830.96666666,10120.11666666,9140.81666666,10103.48333333,9913.46666666,8833.53333333,9838.1,9932.05,9147.91666666,9813.93333333,9938.6,8955.08333333,10159.75,9846.96666666,9032.25,9899.58333333,9836.58333333,8874.56666666,9897.61666666,10124.0,8960.25,,,,,,,,
1736825250000,9939.58333333,10056.15,9110.8,9879.133333329999,9913.16666666,9118.45,9896.51666666,9835.91666666,8854.45,9889.533333329999,9873.35,9110.3,9900.08333333,10000.55,9036.85,10021.75,10016.43333333,9108.81666666,9822.18333333,9935.1,8704.06666666,9820.81666666,10017.16666666,9040.58333333,,,,,,,,
1736825255000,9973.033333329999,9937.76666666,9145.36666666,9914.75,10053.9,9131.08333333,10026.4,9927.98333333,8932.46666666,9903.26666666,10001.55,9149.41666666,9809.66666666,9957.06666666,9038.83333333,10125.48333333,9964.68333333,9051.6,9912.83333333,9828.8,8815.383333329999,9913.9,10095.81666666,8952.48333333,,,,,,,,
1736825260000,10270.633333329999,9952.58333333,9173.45,10016.06666666,10134.43333333,9267.633333329999,10118.3,9990.73333333,8981.16666666,10009.96666666,9944.9,9273.1,9949.5,10000.91666666,9042.06666666,10232.93333333,10091.68333333,9236.21666666,9968.18333333,9965.71666666,8890.56666666,9975.85,10217.01666666,9089.08333333,,,,,,,,
1736825265000,10072.98333333,10089.68333333,9282.46666666,9955.11666666,10251.633333329999,9280.133333329999,10234.58333333,10097.11666666,8973.53333333,10042.81666666,10136.66666666,9286.883333329999,9851.8,10100.61666666,9169.48333333,10306.15,10014.133333329999,9181.05,10089.76666666,9975.58333333,8988.133333329999,10084.8,10272.2,9083.36666666,,,,,,,,
1736825270000,10242.4,10189.65,9233.46666666,10120.33333333,10152.6,9294.35,10136.7,10024.91666666,8961.6,10073.0,10036.383333329999,9299.23333333,9961.11666666,10110.76666666,9196.76666666,10215.8,10026.16666666,9134.81666666,10009.2,9990.93333333,8889.68333333,10009.48333333,10220.16666666,9100.7,,,,,,,,
1736825275000,10197.41666666,10073.21666666,9231.85,9954.95,10092.21666666,9280.05,10089.11666666,10039.73333333,9023.21666666,10036.98333333,9921.6,9275.26666666,9942.68333333,10028.8,9233.16666666,10130.21666666,10075.18333333,9236.883333329999,10036.41666666,9968.283333329999,8870.1,10034.21666666,10128.783333329999,9066.0,,,,,,,,
1736825280000,10122.2,10059.86666666,9317.3,9930.61666666,10229.66666666,9368.283333329999,10213.16666666,10114.61666666,9070.633333329999,10113.35,10082.98333333,9374.55,10043.21666666,10141.66666666,9175.4,10314.35,10103.36666666,9213.73333333,10088.133333329999,10072.23333333,8970.58333333,10098.8,10165.3,9170.16666666,,,,,,,,
1736825285000,,10188.46666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736825290000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736825305000,,,,,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,
1736825310000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736825315000,270.3,437.2833333333,135.4333333333,175.85,471.35,0.0,244.75,481.1666666666,0.0,478.55,224.5333333333,239.2,362.4666666666,0.0,472.8333333333,0.0,0.0,8.183333333333,449.7833333333,453.5,0.0,0.0,454.25,0.0,443.4166666666,0.0,0.0,221.65,244.4166666666,478.9833333333,467.1666666666,0.0
1736825320000,476.85,565.0166666666,475.0666666666,479.9666666666,866.0333333333,471.65,478.4333333333,865.6166666666,474.95,677.45,467.2166666666,462.2,471.0666666666,478.05,952.9666666666,474.9833333333,459.3333333333,478.25,584.0333333333,576.0833333333,286.25,469.75,580.7833333333,472.5166666666,568.0666666666,442.9333333333,472.5166666666,458.4,470.95,744.55,844.4666666666,471.9166666666
1736825325000,1109.1833333333,1248.4833333333,825.4833333333,990.05,1514.65,689.1166666666,1137.5166666666,1505.8333333333,630.2333333333,1390.6833333333,1096.3166666666,1098.55,1174.15,710.85,1583.6666666666,691.4666666666,672.0666666666,912.2,1278.85,1271.55,484.5166666666,654.4833333333,1277.4,752.4666666666,1254.5666666666,569.3,864.1333333333,1078.6333333333,1118.9,1452.6333333333,1467.35,868.7
1736825330000,1709.9833333333,1831.5666666666,1496.1333333333,1633.9166666666,2135.9,1383.15,1745.7,2170.7833333333,1343.65,2024.2666666666,1696.25,1684.4666666666,1790.4166666666,1420.0666666666,2219.3333333333,1387.75,1348.5833333333,1548.3833333333,1840.6666666666,1851.8,1174.5333333333,1329.2166666666,1860.1666666666,1445.8,1821.3666666666,1272.1333333333,1526.25,1631.35,1716.4666666666,2065.15,2116.6166666666,1526.5
1736825335000,2282.2166666666,2521.25,2125.7333333333,2286.7666666666,2798.3333333333,2012.7,2411.9666666666,2868.4,1944.85,2660.7833333333,2332.9,2327.1833333333,2437.6333333333,2055.5333333333,2908.5833333333,2019.2833333333,1961.2666666666,2198.0666666666,2553.2666666666,2546.1666666666,1784.6333333333,1956.3166666666,2562.2,2026.4666666666,2508.8166666666,1821.7833333333,2138.9166666666,2291.5,2370.85,2785.5833333333,2800.6333333333,2141.0666666666
1736825340000,3026.7666666666,3170.35,2832.2666666666,2957.4166666666,3493.38333333,2622.6833333333,3092.0,3568.21666667,2638.0333333333,3401.26666667,2965.4833333333,2986.7166666666,3135.55,2738.5,3583.5,2697.4,2555.7833333333,2857.25,3185.3,3200.0666666666,2474.4,2606.75,3218.7333333333,2759.1,3151.7833333333,2541.5666666666,2819.4666666666,2896.1333333333,3044.4166666666,3440.26666667,3478.11666667,2818.1333333333
1736825345000,3727.38333333,3862.16666667,3495.01666667,3622.71666667,4143.45,3365.58333333,3808.13333333,4237.98333333,3310.9666666666,3994.95,3714.96666667,3676.9,3820.73333333,3421.53333333,4260.08333333,3378.21666667,3286.1333333333,3607.05,3891.96666667,3903.43333333,3150.5666666666,3320.5166666666,3925.58333333,3387.25,3846.35,3151.4833333333,3512.08333333,3640.93333333,3747.61666667,4142.81666667,4131.66666667,3511.13333333
1736825350000,4327.73333333,4556.75,4166.46666667,4345.08333333,4847.55,4009.68333333,4473.45,4905.35,3962.45,4800.33333333,4361.88333333,4327.06666667,4490.06666667,4083.91666667,4966.91666667,4031.13333333,3912.55,4234.18333333,4602.15,4615.56666667,3853.18333333,3917.21666667,4641.63333333,4094.7,4542.01666667,3869.23333333,4172.88333333,4278.46666667,4405.76666667,4857.5,4787.9,4172.93333333
1736825355000,5065.66666667,5230.13333333,4842.56666667,5053.1,5503.78333333,4741.65,5100.93333333,5622.6,4646.05,5481.91666667,4982.03333333,4930.98333333,5188.66666667,4819.51666667,5596.56666667,4760.23333333,4636.16666667,4976.76666667,5266.11666667,5287.5,4547.3,4685.88333333,5318.08333333,4821.48333333,5210.05,4568.98333333,4885.25,4897.18333333,5025.6,5538.06666667,5478.91666667,4817.98333333
1736825360000,5813.46666667,5885.4,5529.85,5658.26666667,6162.65,5401.91666667,5829.03333333,6304.96666667,5371.73333333,6122.01666667,5691.35,5636.66666667,5853.53333333,5463.51666667,6307.5,5424.33333333,5268.5,5655.71666667,5915.88333333,5942.08333333,5256.73333333,5371.98333333,5977.3,5462.38333333,5853.21666667,5230.21666667,5540.06666667,5597.61666667,5739.16666667,6195.68333333,6154.41666667,5540.06666667
1736825365000,6514.85,6595.98333333,6202.08333333,6421.41666667,6913.86666666,6053.75,6555.7,7067.31666666,5950.58333333,6866.48333333,6397.1,6332.28333333,6543.9,6163.03333333,7010.58333333,6079.05,5906.0,6356.91666667,6633.61666667,6658.76666667,5907.55,5987.53333333,6698.0,6099.96666667,6561.66666667,5853.56666667,6205.66666667,6270.91666667,6453.71666667,6947.08333333,6905.55,6211.08333333
1736825370000,7119.58333333,7284.0,6957.8,7114.95,7620.45,6789.26666666,7249.73333333,7787.48333333,6725.03333333,7585.61666666,7074.91666666,7002.36666666,7264.93333333,6894.3,7583.06666666,6820.25,6626.11666667,7062.75,7320.65,7360.21666666,6635.03333333,6700.65,7404.06666666,6825.25,7245.35,6563.8,6967.95,6952.46666666,7136.98333333,7654.53333333,7595.61666666,6967.38333333
1736825375000,7670.55,7553.56666666,7533.46666666,7624.78333333,7801.78333333,7478.71666666,7726.78333333,7981.36666666,7496.2,7818.1666666599995,7545.58333333,7452.4,7585.53333333,7613.4166666599995,7940.48333333,7509.68333333,7299.01666666,7790.75,7585.13333333,7616.33333333,7404.1,7439.13333333,7662.01666666,7576.9,7505.7,7306.7,7660.86666666,7415.85,7591.78333333,7876.98333333,7790.18333333,7657.13333333
1736825380000,8197.06666666,8123.53333333,7858.88333333,8026.58333333,8140.81666666,7724.63333333,8218.68333333,8352.31666666,7686.65,8337.88333333,8008.23333333,7941.85,8184.86666666,7832.75,8239.13333333,7755.6,7529.38333333,7998.06666666,8148.28333333,8195.36666666,7781.58333333,7644.45,8242.88333333,7753.46666666,8073.03333333,7506.01666666,7857.75,7848.2,8091.85,8367.58333333,8150.31666666,7854.05
1736825385000,8294.31666666,8162.31666666,8249.15,8304.23333333,8158.28333333,8209.18333333,8309.28333333,8409.41666666,8246.23333333,8284.25,8114.06666666,8026.81666666,8168.01666666,8324.3,8205.83333333,8246.1,8009.16666666,8305.0,8198.65,8241.03333333,8317.83333333,8167.81666666,8291.35,8220.6,8107.33333333,8070.98333333,8197.18333333,7957.8,8183.4,8330.9,8214.81666666,8192.883333329999
1736825390000,8302.33333333,8251.8,8293.1,8264.35,8257.5,8209.98333333,8372.58333333,8476.25,8253.35,8391.48333333,8104.95,8092.48333333,8248.86666666,8287.16666666,8381.4,8189.26666666,7949.68333333,8323.68333333,8309.23333333,8331.66666666,8428.43333333,8153.83333333,8383.95,8210.8,8214.41666666,8128.38333333,8220.8,8005.41666666,8247.7,8412.51666666,8274.28333333,8214.75
1736825395000,8627.48333333,8374.83333333,8357.61666666,8476.15,8423.73333333,8265.68333333,8528.16666666,8616.5,8352.33333333,8629.25,8334.31666666,8236.36666666,8446.76666666,8362.01666666,8425.21666666,8305.78333333,8064.56666666,8449.71666666,8398.9,8449.45,8476.61666666,8246.633333329999,8504.86666666,8331.01666666,8331.133333329999,8238.98333333,8328.65,8187.81666666,8392.05,8532.61666666,8405.9,8328.0
1736825400000,8614.01666666,8410.68333333,8472.0,8590.3,8406.83333333,8507.61666666,8557.15,8620.6,8492.36666666,8600.25,8405.48333333,8265.58333333,8424.133333329999,8519.86666666,8504.83333333,8484.28333333,8301.41666666,8599.23333333,8455.18333333,8492.83333333,8586.55,8447.66666666,8544.68333333,8444.48333333,8369.45,8297.08333333,8477.9,8278.85,8424.03333333,8640.85,8421.21666666,8485.55
1736825405000,8565.16666666,8478.46666666,8529.58333333,8592.06666666,8475.15,8472.95,8620.7,8611.33333333,8509.55,8718.51666666,8401.883333329999,8328.9,8488.23333333,8565.66666666,8541.41666666,8516.46666666,8263.86666666,8579.1,8523.21666666,8555.65,8678.7,8423.93333333,8607.45,8527.06666666,8431.83333333,8367.23333333,8482.23333333,8265.76666666,8489.55,8683.55,8411.56666666,8477.43333333
1736825410000,8658.35,8459.91666666,8516.75,8647.06666666,8408.9,8541.633333329999,8639.23333333,8692.28333333,8593.48333333,8615.35,8414.48333333,8326.73333333,8451.93333333,8637.11666666,8544.56666666,8578.06666666,8323.11666666,8655.4,8498.383333329999,8524.66666666,8727.18333333,8530.61666666,8577.66666666,8537.28333333,8409.33333333,8417.75,8543.7,8271.73333333,8489.6,8658.78333333,8481.85,8543.16666666
1736825415000,8621.7,8456.45,8577.83333333,8643.46666666,8464.51666666,8493.98333333,8714.18333333,8705.9,8592.73333333,8575.31666666,8482.16666666,8408.15,8472.383333329999,8579.15,8601.7,8534.96666666,8264.75,8560.65,8501.9,8536.86666666,8753.23333333,8451.86666666,8586.883333329999,8496.6,8406.36666666,8409.83333333,8473.46666666,8326.16666666,8572.0,8665.76666666,8505.6,8532.8
1736825420000,8625.11666666,8514.15,8612.35,8736.06666666,8548.55,8458.68333333,8693.26666666,8780.76666666,8571.51666666,8712.95,8457.15,8380.65,8505.96666666,8641.23333333,8629.28333333,8490.98333333,8241.78333333,8657.96666666,8574.5,8598.5,8751.96666666,8408.15,8651.46666666,8537.6,8473.9,8407.31666666,8540.05,8309.51666666,8553.25,8736.93333333,8572.6,8532.78333333
1736825425000,8617.45,8492.6,8667.03333333,8710.2,8471.23333333,8581.98333333,8689.45,8700.33333333,8710.56666666,8682.41666666,8430.9,8351.95,8550.5,8665.45,8534.86666666,8622.58333333,8366.61666666,8662.9,8532.76666666,8574.7,8826.96666666,8510.66666666,8627.21666666,8624.5,8450.75,8510.133333329999,8622.05,8299.65,8557.45,8637.883333329999,8484.21666666,8609.01666666
